soeknads_aar,statsforvalter,saksbehandlende_kommune,orgnr,komnr,gardsnr,bruksnr,festenr,miljoetema,tiltak,tiltaksklasse,sats,enhet,antall,beloep,aktivitetsomraade
2024,Trøndelag,5032,999522416,5032,129,1,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,21,DEKAR,202,4242,Miljøvennlig spredning av husdyrgjødsel
2024,Trøndelag,5032,999522416,5032,129,1,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Nedmolding innen 18 timer i åpen åker,21,DEKAR,181,3801,Miljøvennlig spredning av husdyrgjødsel
2024,Trøndelag,5032,999522416,5032,129,1,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Nedmolding innen 18 timer i åpen åker,69,DEKAR,100,6900,Miljøvennlig spredning av husdyrgjødsel
2024,Trøndelag,5032,999522416,5032,129,1,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Bruk av tilførselsslange,59,DEKAR,100,5900,Miljøvennlig spredning av husdyrgjødsel
2024,Østfold Buskerud Oslo og Akershus,3120,999514537,3120,123,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,120,DEKAR,15,1800,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3120,999514537,3120,123,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, prioriterte områder,120,DEKAR,67,8040,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3120,999514537,3120,123,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, med dråg, prioriterte områder,120,DEKAR,38,4560,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3120,999514537,3120,123,1,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Voksende kultur,30,DEKAR,109,3270,Miljøvennlig spredning av husdyrgjødsel
2024,Østfold Buskerud Oslo og Akershus,3120,999514537,3120,123,1,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Nedmolding innen 2 timer i åpen åker,30,DEKAR,107,3210,Miljøvennlig spredning av husdyrgjødsel
2024,Østfold Buskerud Oslo og Akershus,3120,999514537,3120,123,1,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Voksende kultur ved flere spredninger,30,DEKAR,151,4530,Miljøvennlig spredning av husdyrgjødsel
2024,Vestland,4638,999513387,4638,7,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,464,DEKAR,30,13920,Regionalt prioriterte kulturlandskap
2024,Vestland,4638,999513387,4638,7,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,729,DEKAR,11,8019,Regionalt prioriterte kulturlandskap
2024,Trøndelag,5035,999513093,5035,196,4,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark,Beiting av verdifulle jordbrukslandskap i innmark,180,DEKAR,64,11520,Regionalt prioriterte kulturlandskap
2024,Trøndelag,5035,999513093,5035,196,4,0,Biologisk mangfold,Skjøtsel av biologisk verdifulle arealer,Beiting,137,DEKAR,66,9042,Prioriterte naturverdier
2024,Trøndelag,5035,999513093,5035,196,4,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,21,DEKAR,242,5082,Miljøvennlig spredning av husdyrgjødsel
2024,Trøndelag,5035,999513093,5035,196,4,0,Utslipp til luft,Nedfelling av husdyrgjødsel,Voksende kultur,79,DEKAR,109,8611,Miljøvennlig spredning av husdyrgjødsel
2024,Trøndelag,5055,999513018,5055,65,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,180,DEKAR,47,8460,Regionalt prioriterte kulturlandskap
2024,Møre og Romsdal,1506,999512704,1506,99,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,400,DEKAR,113,45200,Regionalt prioriterte kulturlandskap
2024,Møre og Romsdal,1506,999512704,1506,99,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,500,DEKAR,5,2500,Regionalt prioriterte kulturlandskap
2024,Møre og Romsdal,1506,999512704,1506,99,3,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,70,DEKAR,82,5740,Miljøvennlig spredning av husdyrgjødsel
2024,Vestland,4640,999512097,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,516,15480,Opprettholde kulturlandskapet
2024,Trøndelag,5021,999508693,,,,,Kulturlandskap,Drift av beitelag,Småfe,42,ANTALL_DYR,937,39354,Opprettholde kulturlandskapet
2024,Innlandet,3423,999508200,3423,11,1,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,75,DEKAR,221,16575,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3423,999508200,3423,11,1,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Bruk av tilførselsslange,65,DEKAR,221,14365,Miljøvennlig spredning av husdyrgjødsel
2024,Vestland,4631,999507999,4631,480,1,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i utmark,Småfe,90,ANTALL_DYR,56,5040,Regionalt prioriterte kulturlandskap
2024,Vestland,4639,999507697,4639,144,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,464,DEKAR,25,11600,Regionalt prioriterte kulturlandskap
2024,Vestland,4639,999507697,4639,144,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,729,DEKAR,1,729,Regionalt prioriterte kulturlandskap
2024,Vestland,4639,999507697,4639,144,1,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i utmark,Småfe,90,ANTALL_DYR,65,5850,Regionalt prioriterte kulturlandskap
2024,Rogaland,1134,999507344,1134,43,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,181,DEKAR,12,2172,Regionalt prioriterte kulturlandskap
2024,Rogaland,1134,999507344,1134,43,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,181,DEKAR,16,2896,Regionalt prioriterte kulturlandskap
2024,Rogaland,1134,999507344,1134,43,2,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:5,161,DEKAR,42,6762,Regionalt prioriterte kulturlandskap
2024,Rogaland,1134,999507344,1134,43,2,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:3,161,DEKAR,83,13363,Regionalt prioriterte kulturlandskap
2024,Rogaland,1134,999507344,1134,43,2,0,Biologisk mangfold,Skjøtsel av styvingstrær,Skjøtsel av styvingstrær,600,ANTALL,5,3000,Prioriterte naturverdier
2024,Rogaland,1134,999507344,1134,43,2,0,Avrenning til vann,Kantsone i eng,Andre områder,10,METER,683,6830,Avrenning
2024,Rogaland,1134,999507344,1134,43,2,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Voksende kultur,81,DEKAR,103,8343,Miljøvennlig spredning av husdyrgjødsel
2024,Rogaland,1134,999507344,1134,43,2,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Bruk av tilførselsslange,51,DEKAR,103,5253,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3403,999507069,3403,25,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,182,DEKAR,23,4186,Avrenning
2024,Innlandet,3403,999507069,3403,25,2,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, med dråg, prioriterte områder,212,DEKAR,27,5724,Avrenning
2024,Trøndelag,5035,999506968,5035,61,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,180,DEKAR,4,720,Regionalt prioriterte kulturlandskap
2024,Trøndelag,5035,999506968,5035,61,1,0,Biologisk mangfold,Tilrettelegging av hekke- og beiteområder for fugl,Lav tilrettelegging,1056,DEKAR,2,2112,Prioriterte naturverdier
2024,Trøndelag,5035,999506968,5035,61,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,106,DEKAR,16,1696,Avrenning
2024,Trøndelag,5035,999506968,5035,61,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 3, prioriterte områder,280,DEKAR,9,2520,Avrenning
2024,Trøndelag,5035,999506968,5035,61,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, andre områder,74,DEKAR,22,1628,Avrenning
2024,Trøndelag,5035,999506968,5035,61,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, med dråg, prioriterte områder,143,DEKAR,20,2860,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3316,999506755,3316,28,8,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,160,DEKAR,22,3520,Regionalt prioriterte kulturlandskap
2024,Østfold Buskerud Oslo og Akershus,3316,999506755,3316,28,8,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i utmark,Lav sats, hest/storfe,295,ANTALL_DYR,10,2950,Regionalt prioriterte kulturlandskap
2024,Østfold Buskerud Oslo og Akershus,3316,999506755,3316,28,8,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,120,DEKAR,27,3240,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3316,999506755,3316,28,8,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, prioriterte områder,120,DEKAR,22,2640,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3316,999506755,3316,28,8,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 3, prioriterte områder,210,DEKAR,4,840,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3316,999506755,3316,28,8,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, med dråg, prioriterte områder,210,DEKAR,9,1890,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3316,999506755,3316,28,8,0,Avrenning til vann,Gras på arealer utsatt for flom og erosjon,Prioriterte områder,240,DEKAR,15,3600,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3316,999506755,3316,28,8,0,Avrenning til vann,Ingen jordarbeiding på flomutsatte arealer,Prioriterte områder,120,DEKAR,10,1200,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3316,999506755,3316,28,8,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Nedmolding innen 2 timer i åpen åker,30,DEKAR,102,3060,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3430,999478794,,,,,Kulturlandskap,Drift av beitelag,Småfe,32,ANTALL_DYR,1140,36480,Opprettholde kulturlandskapet
2024,Innlandet,3430,999478794,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,70,ANTALL_DYR,272,19040,Opprettholde kulturlandskapet
2024,Vestland,4617,999453694,4617,127,1,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i utmark,Småfe,90,ANTALL_DYR,181,9000,Regionalt prioriterte kulturlandskap
2024,Trøndelag,5029,999405436,5029,76,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,106,DEKAR,78,8268,Avrenning
2024,Trøndelag,5029,999405436,5029,76,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, prioriterte områder,116,DEKAR,22,2552,Avrenning
2024,Trøndelag,5029,999405436,5029,76,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, med dråg, prioriterte områder,180,DEKAR,62,11160,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3226,999398316,3226,128,4,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, prioriterte områder,120,DEKAR,75,9000,Avrenning
2024,Østfold Buskerud Oslo og Akershus,3226,999398316,3226,128,4,0,Avrenning til vann,Ingen jordarbeiding på flomutsatte arealer,Prioriterte områder,120,DEKAR,114,13680,Avrenning
2024,Innlandet,3418,999398189,3418,118,84,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Nedmolding innen 2 timer i åpen åker,90,DEKAR,78,7020,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3418,999398189,3418,118,84,0,Utslipp til luft,Nedfelling av husdyrgjødsel,Voksende kultur,90,DEKAR,94,8460,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3454,999342485,3454,72,2,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark, dekar,Beiting av verdifulle jordbrukslandskap i innmark, dekar,125,DEKAR,74,9250,Regionalt prioriterte kulturlandskap
2024,Innlandet,3454,999342485,3454,72,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,125,DEKAR,129,16125,Regionalt prioriterte kulturlandskap
2024,Innlandet,3454,999342485,3454,72,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,125,DEKAR,3,375,Regionalt prioriterte kulturlandskap
2024,Innlandet,3454,999342485,3454,72,2,0,Biologisk mangfold,Slått av slåttemark,Lokalt viktig,1700,DEKAR,24,40800,Utvalgte naturtyper
2024,Innlandet,3454,999342485,3454,72,2,0,Biologisk mangfold,Skjøtsel av trua naturtyper,Beiting,200,DEKAR,25,5000,Prioriterte naturverdier
2024,Innlandet,3454,999342485,3454,72,2,0,Biologisk mangfold,Skjøtsel av trua naturtyper,Slått/rydding,1700,DEKAR,5,8500,Prioriterte naturverdier
2024,Innlandet,3454,999342485,3454,72,2,0,Kulturminner og kulturmiljøer,Drift av seter,Levering til meieri, 6 uker eller mer,138000,ANDEL,1,138000,Setring
2024,Innlandet,3454,999342485,3454,72,2,0,Kulturminner og kulturmiljøer,Skjøtsel av kulturhistoriske områder,Beiting,150,DEKAR,31,3838,095238,Nyere tids kulturminner
2024,Innlandet,3454,999342485,3454,72,2,0,Kulturminner og kulturmiljøer,Skjøtsel av kulturhistoriske områder,Slått/rydding,150,DEKAR,53,6561,904762,Nyere tids kulturminner
2024,Vestland,4634,999342353,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,406,12180,Opprettholde kulturlandskapet
2024,Trøndelag,5037,999342345,5037,298,7,0,Kulturminner og kulturmiljøer,Skjøtsel av automatisk fredete kulturminner,Beiting,264,DEKAR,1,264,Automatisk fredede kulturminner
2024,Trøndelag,5037,999342345,5037,298,7,0,Kulturminner og kulturmiljøer,Skjøtsel av automatisk fredete kulturminner,Slått,1373,DEKAR,1,1373,Automatisk fredede kulturminner
2024,Trøndelag,5037,999342345,5037,298,7,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Voksende kultur,69,DEKAR,298,20562,Miljøvennlig spredning av husdyrgjødsel
2024,Innlandet,3454,999340741,3454,80,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,125,DEKAR,18,2250,Regionalt prioriterte kulturlandskap
2024,Innlandet,3454,999340741,3454,80,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,125,DEKAR,1,125,Regionalt prioriterte kulturlandskap
2024,Østfold Buskerud Oslo og Akershus,301,999340717,301,60,1,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark,Beiting av verdifulle jordbrukslandskap i innmark,200,DEKAR,8,1600,Regionalt prioriterte kulturlandskap
2024,Østfold Buskerud Oslo og Akershus,301,999340717,301,60,1,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 2, prioriterte områder,120,DEKAR,95,11400,Avrenning
2024,Østfold Buskerud Oslo og Akershus,301,999340717,301,60,1,0,Avrenning til vann,Gras på arealer utsatt for flom og erosjon,Prioriterte områder,240,DEKAR,2,480,Avrenning
2024,Østfold Buskerud Oslo og Akershus,301,999340717,301,60,1,0,Avrenning til vann,Grasdekt kantsone i åker, korn m.m.,Prioriterte områder,21,METER,239,5019,Avrenning
2024,Østfold Buskerud Oslo og Akershus,301,999340717,301,60,1,0,Avrenning til vann,Fangdam,Prioriterte områder,755,DEKAR,1,755,Avrenning
2024,Innlandet,3433,999338801,3433,24,4,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,125,DEKAR,28,3500,Regionalt prioriterte kulturlandskap
2024,Innlandet,3433,999338801,3433,24,4,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,125,DEKAR,2,250,Regionalt prioriterte kulturlandskap
2024,Innlandet,3433,999338801,3433,24,4,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1, andre områder,150,DEKAR,3,450,Avrenning
2024,Innlandet,3433,999338801,3433,24,4,0,Avrenning til vann,Ingen jordarbeiding om høsten,Erosjonsklasse 1,med dråg, andre områder,180,DEKAR,11,1980,Avrenning
2024,Innlandet,3433,999338801,3433,24,4,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,75,DEKAR,173,12975,Miljøvennlig spredning av husdyrgjødsel
2024,Vestland,4615,999337929,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,1508,45240,Opprettholde kulturlandskapet
2024,Møre og Romsdal,1539,999337716,,,,,Kulturlandskap,Drift av beitelag,Småfe,20,ANTALL_DYR,1840,36800,Opprettholde kulturlandskapet
2024,Møre og Romsdal,1539,999337716,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,25,ANTALL_DYR,21,525,Opprettholde kulturlandskapet
2024,Østfold Buskerud Oslo og Akershus,3228,999336701,3228,110,1,0,Avrenning til vann,Gras på arealer utsatt for flom og erosjon,Prioriterte områder,240,DEKAR,56,13440,Avrenning
2024,Trøndelag,5041,999336671,,,,,Kulturlandskap,Drift av beitelag,Småfe,42,ANTALL_DYR,1292,54264,Opprettholde kulturlandskapet
2024,Trøndelag,5041,999336671,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,85,ANTALL_DYR,25,2125,Opprettholde kulturlandskapet
2024,Vestfold og Telemark,3909,999336566,3909,4018,10,0,Jord og jordhelse,Spredning av biokull,Spredning av biokull,15,KG,1000,15000,Jordhelse og karbonlagring
2024,Vestland,4651,999336388,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,491,14730,Opprettholde kulturlandskapet
2024,Vestland,4651,999336388,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,55,1925,Opprettholde kulturlandskapet
2024,Innlandet,3432,999336027,,,,,Kulturlandskap,Drift av beitelag,Småfe,32,ANTALL_DYR,1871,59872,Opprettholde kulturlandskapet
2024,Innlandet,3432,999336027,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,70,ANTALL_DYR,454,31780,Opprettholde kulturlandskapet
2024,Innlandet,3427,999335934,,,,,Kulturlandskap,Drift av beitelag,Småfe,32,ANTALL_DYR,137,4384,Opprettholde kulturlandskapet
2024,Innlandet,3427,999335934,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,70,ANTALL_DYR,477,33390,Opprettholde kulturlandskapet
2024,Innlandet,3429,999335632,,,,,Kulturlandskap,Drift av beitelag,Småfe,32,ANTALL_DYR,1811,57952,Opprettholde kulturlandskapet
2024,Innlandet,3429,999335632,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,70,ANTALL_DYR,24,1680,Opprettholde kulturlandskapet
2024,Vestland,4638,999335306,4638,79,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,464,DEKAR,99,45936,Regionalt prioriterte kulturlandskap
2024,Vestland,4638,999335306,4638,79,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,729,DEKAR,42,30618,Regionalt prioriterte kulturlandskap
2024,Vestland,4638,999335306,4638,79,1,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i utmark,Småfe,90,ANTALL_DYR,51,4590,Regionalt prioriterte kulturlandskap
2024,Vestfold og Telemark,4036,999334563,4036,17,1,0,Kulturlandskap,Beiting i kombinasjon med beitepussing av bratt areal,Overflatedyrka og fulldyrka 1:5,64,DEKAR,23,1472,Regionalt prioriterte kulturlandskap
2024,Vestfold og Telemark,4036,999334563,4036,17,1,0,Kulturlandskap,Beiting i kombinasjon med beitepussing av bratt areal,Overflatedyrka og fulldyrka 1:3,106,DEKAR,5,530,Regionalt prioriterte kulturlandskap
2024,Vestfold og Telemark,4036,999334563,4036,17,1,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark,Beiting av verdifulle jordbrukslandskap i innmark,85,DEKAR,144,12240,Regionalt prioriterte kulturlandskap
2024,Troms og Finnmark,5524,999334326,5524,40,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,310,DEKAR,10,3100,Regionalt prioriterte kulturlandskap
2024,Troms og Finnmark,5524,999334326,5524,40,2,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:5,310,DEKAR,2,620,Regionalt prioriterte kulturlandskap
2024,Troms og Finnmark,5524,999334326,5524,40,2,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:3,310,DEKAR,1,310,Regionalt prioriterte kulturlandskap
2024,Troms og Finnmark,5524,999334326,5524,40,2,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i utmark,Hest/storfe,155,ANTALL_DYR,45,6975,Regionalt prioriterte kulturlandskap
2024,Troms og Finnmark,5524,999334326,5524,40,2,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,50,DEKAR,99,4950,Miljøvennlig spredning av husdyrgjødsel
2024,Troms og Finnmark,5524,999334326,5524,40,2,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Nedmolding innen 18 timer i åpen åker,125,DEKAR,52,6500,Miljøvennlig spredning av husdyrgjødsel
2024,Troms og Finnmark,5524,999334326,5524,40,2,0,Utslipp til luft,Nedfelling av husdyrgjødsel,Voksende kultur,165,DEKAR,500,82500,Miljøvennlig spredning av husdyrgjødsel
2024,Troms og Finnmark,5524,999334326,5524,40,2,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Bruk av tilførselsslange,90,DEKAR,498,44820,Miljøvennlig spredning av husdyrgjødsel
2024,Vestland,4618,999332811,4618,324,4,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,464,DEKAR,5,2320,Regionalt prioriterte kulturlandskap
2024,Vestland,4618,999332811,4618,324,4,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,729,DEKAR,1,729,Regionalt prioriterte kulturlandskap
2024,Vestland,4618,999332811,4618,324,4,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i utmark,Småfe,90,ANTALL_DYR,43,3870,Regionalt prioriterte kulturlandskap
2024,Vestland,4618,999332811,4618,324,4,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Voksende kultur,50,DEKAR,29,1450,Miljøvennlig spredning av husdyrgjødsel
2024,Vestland,4618,999332811,4618,324,4,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Bruk av tilførselsslange,310,DEKAR,29,8990,Miljøvennlig spredning av husdyrgjødsel
2024,Vestland,4651,999332714,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,3118,93540,Opprettholde kulturlandskapet
2024,Vestland,4651,999332714,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,257,8995,Opprettholde kulturlandskapet
2024,Vestland,4611,999331793,,,,,Kulturlandskap,Drift av beitelag,Småfe,30,ANTALL_DYR,503,15090,Opprettholde kulturlandskapet
2024,Vestland,4611,999331793,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,35,ANTALL_DYR,11,385,Opprettholde kulturlandskapet
2024,Innlandet,3431,999331653,,,,,Kulturlandskap,Drift av beitelag,Småfe,32,ANTALL_DYR,403,12896,Opprettholde kulturlandskapet
2024,Innlandet,3431,999331653,,,,,Kulturlandskap,Drift av beitelag,Hest/storfe,70,ANTALL_DYR,50,3500,Opprettholde kulturlandskapet
2024,Vestland,4612,999331572,4612,9,1,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i utmark,Småfe,90,ANTALL_DYR,35,3150,Regionalt prioriterte kulturlandskap
2024,Vestland,4649,999331351,4649,131,6,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,464,DEKAR,45,20880,Regionalt prioriterte kulturlandskap
2024,Vestland,4649,999331351,4649,131,6,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,729,DEKAR,35,25515,Regionalt prioriterte kulturlandskap
2024,Vestland,4649,999331351,4649,131,6,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i utmark,Småfe,90,ANTALL_DYR,31,2790,Regionalt prioriterte kulturlandskap
2024,Rogaland,1114,999330878,1114,14,3,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:5,161,DEKAR,37,5957,Regionalt prioriterte kulturlandskap
2024,Rogaland,1114,999330878,1114,14,3,0,Kulturlandskap,Drift av bratt areal,Innmarksbeite 1:3,161,DEKAR,71,11431,Regionalt prioriterte kulturlandskap
2024,Rogaland,1114,999330878,1114,14,3,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Voksende kultur,81,DEKAR,124,10044,Miljøvennlig spredning av husdyrgjødsel
2024,Rogaland,1114,999330878,1114,14,3,0,Utslipp til luft,Spredning av husdyrgjødsel med tilførselsslange,Bruk av tilførselsslange,51,DEKAR,124,6324,Miljøvennlig spredning av husdyrgjødsel
2024,Vestland,1577,999330738,,,,,Kulturlandskap,Drift av beitelag,Småfe,20,ANTALL_DYR,388,7760,Opprettholde kulturlandskapet
2024,Innlandet,3450,999330592,3450,31,17,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark, dekar,Beiting av verdifulle jordbrukslandskap i innmark, dekar,125,DEKAR,87,10875,Regionalt prioriterte kulturlandskap
2024,Innlandet,3450,999330592,3450,31,17,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,125,DEKAR,40,5000,Regionalt prioriterte kulturlandskap
2024,Innlandet,3450,999330592,3450,31,17,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,125,DEKAR,4,500,Regionalt prioriterte kulturlandskap
2024,Innlandet,3450,999330592,3450,31,17,0,Biologisk mangfold,Slått av slåttemark,Viktig,1700,DEKAR,2,3400,Utvalgte naturtyper
2024,Innlandet,3450,999330592,3450,31,17,0,Biologisk mangfold,Skjøtsel av trua naturtyper,Beiting,200,DEKAR,56,11200,Prioriterte naturverdier
2024,Innlandet,3450,999330592,3450,31,17,0,Kulturminner og kulturmiljøer,Skjøtsel av kulturhistoriske områder,Slått/rydding,150,DEKAR,22,3300,Nyere tids kulturminner
2024,Innlandet,3450,999330592,3450,31,17,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,75,DEKAR,201,15075,Miljøvennlig spredning av husdyrgjødsel
2024,Troms og Finnmark,5622,999330363,5622,21,259,0,Utslipp til luft,Spredning av all husdyrgjødsel om våren/i vekstsesongen,Voksende kultur,50,DEKAR,85,4250,Miljøvennlig spredning av husdyrgjødsel
2024,Troms og Finnmark,5622,999330363,5622,21,259,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Voksende kultur,165,DEKAR,460,75900,Miljøvennlig spredning av husdyrgjødsel
2024,Troms og Finnmark,5622,999330363,5622,21,259,0,Utslipp til luft,Nedlegging av husdyrgjødsel,Nedmolding innen 18 timer i åpen åker,165,DEKAR,79,13035,Miljøvennlig spredning av husdyrgjødsel
